from		to				AI-2
Rarobacter	;	Geosporobacter	Rarobacter;Geosporobacter			Rarobacter;Geosporobacter
Rarobacter	;	Fretibacterium	Rarobacter;Fretibacterium			Rarobacter;Fretibacterium
Rarobacter	;	Fervidobacterium	Rarobacter;Fervidobacterium			Rarobacter;Fervidobacterium
Rarobacter	;	Dorea	Rarobacter;Dorea			Rarobacter;Dorea
Rarobacter	;	Dictyoglomus	Rarobacter;Dictyoglomus			Rarobacter;Dictyoglomus
Rarobacter	;	Candidatus Latescibacter	Rarobacter;Candidatus Latescibacter			Rarobacter;Candidatus Latescibacter
Rarobacter	;	Blastopirellula	Rarobacter;Blastopirellula			Rarobacter;Blastopirellula
Rarobacter	;	Aggregatibacter	Rarobacter;Aggregatibacter			Rarobacter;Aggregatibacter
Varibaculum	;	Halomonas	Varibaculum;Halomonas			Varibaculum;Halomonas
Varibaculum	;	Acinetobacter	Varibaculum;Acinetobacter			Varibaculum;Acinetobacter
Varibaculum	;	Aeromonas	Varibaculum;Aeromonas			Varibaculum;Aeromonas
Varibaculum	;	Desulfovibrio	Varibaculum;Desulfovibrio			Varibaculum;Desulfovibrio
Varibaculum	;	Nitrospira	Varibaculum;Nitrospira			Varibaculum;Nitrospira
Varibaculum	;	Pseudomonas	Varibaculum;Pseudomonas			Varibaculum;Pseudomonas
Varibaculum	;	Rhodobacter	Varibaculum;Rhodobacter			Varibaculum;Rhodobacter
Varibaculum	;	Opitutus	Varibaculum;Opitutus			Varibaculum;Opitutus
Varibaculum	;	Raoultella	Varibaculum;Raoultella			Varibaculum;Raoultella
Varibaculum	;	Klebsiella	Varibaculum;Klebsiella			Varibaculum;Klebsiella
Varibaculum	;	Enterococcus	Varibaculum;Enterococcus			Varibaculum;Enterococcus
Varibaculum	;	Enterobacter	Varibaculum;Enterobacter			Varibaculum;Enterobacter
Varibaculum	;	Streptococcus	Varibaculum;Streptococcus			Varibaculum;Streptococcus
Varibaculum	;	Roseomonas	Varibaculum;Roseomonas			Varibaculum;Roseomonas
Varibaculum	;	Rhizobium	Varibaculum;Rhizobium			Varibaculum;Rhizobium
Varibaculum	;	Rhizobacter	Varibaculum;Rhizobacter			Varibaculum;Rhizobacter
Varibaculum	;	Mycobacterium	Varibaculum;Mycobacterium			Varibaculum;Mycobacterium
Varibaculum	;	Blautia	Varibaculum;Blautia			Varibaculum;Blautia
Varibaculum	;	Bacillus	Varibaculum;Bacillus			Varibaculum;Bacillus
Varibaculum	;	Gemmobacter	Varibaculum;Gemmobacter			Varibaculum;Gemmobacter
Varibaculum	;	Anaerolinea	Varibaculum;Anaerolinea			Varibaculum;Anaerolinea
Varibaculum	;	Nitratireductor	Varibaculum;Nitratireductor			Varibaculum;Nitratireductor
Varibaculum	;	Staphylococcus	Varibaculum;Staphylococcus			Varibaculum;Staphylococcus
Varibaculum	;	Actinomyces	Varibaculum;Actinomyces			Varibaculum;Actinomyces
Varibaculum	;	Burkholderia	Varibaculum;Burkholderia			Varibaculum;Burkholderia
Varibaculum	;	Nakamurella	Varibaculum;Nakamurella			Varibaculum;Nakamurella
Varibaculum	;	Lachnospira	Varibaculum;Lachnospira			Varibaculum;Lachnospira
Varibaculum	;	Shinella	Varibaculum;Shinella			Varibaculum;Shinella
Varibaculum	;	Arthrobacter	Varibaculum;Arthrobacter			Varibaculum;Arthrobacter
Varibaculum	;	Paenibacillus	Varibaculum;Paenibacillus			Varibaculum;Paenibacillus
Varibaculum	;	Ensifer	Varibaculum;Ensifer			Varibaculum;Ensifer
Varibaculum	;	Delftia	Varibaculum;Delftia			Varibaculum;Delftia
Varibaculum	;	Ruminiclostridium	Varibaculum;Ruminiclostridium			Varibaculum;Ruminiclostridium
Varibaculum	;	Brevibacillus	Varibaculum;Brevibacillus			Varibaculum;Brevibacillus
Varibaculum	;	Desulfobacter	Varibaculum;Desulfobacter			Varibaculum;Desulfobacter
Varibaculum	;	Xanthomonas	Varibaculum;Xanthomonas			Varibaculum;Xanthomonas
Varibaculum	;	Leucobacter	Varibaculum;Leucobacter			Varibaculum;Leucobacter
Varibaculum	;	Microbacter	Varibaculum;Microbacter			Varibaculum;Microbacter
Varibaculum	;	Rhodopirellula	Varibaculum;Rhodopirellula			Varibaculum;Rhodopirellula
Varibaculum	;	Veillonella	Varibaculum;Veillonella			Varibaculum;Veillonella
Varibaculum	;	Leptospira	Varibaculum;Leptospira			Varibaculum;Leptospira
Varibaculum	;	Mesorhizobium	Varibaculum;Mesorhizobium			Varibaculum;Mesorhizobium
Varibaculum	;	Ochrobactrum	Varibaculum;Ochrobactrum			Varibaculum;Ochrobactrum
Varibaculum	;	Pedosphaera	Varibaculum;Pedosphaera			Varibaculum;Pedosphaera
Varibaculum	;	Georgenia	Varibaculum;Georgenia			Varibaculum;Georgenia
Varibaculum	;	Rubrobacter	Varibaculum;Rubrobacter			Varibaculum;Rubrobacter
Varibaculum	;	Methylobacter	Varibaculum;Methylobacter			Varibaculum;Methylobacter
Varibaculum	;	Microbacterium	Varibaculum;Microbacterium			Varibaculum;Microbacterium
Varibaculum	;	Treponema	Varibaculum;Treponema			Varibaculum;Treponema
Varibaculum	;	Streptomyces	Varibaculum;Streptomyces			Varibaculum;Streptomyces
Varibaculum	;	Candidatus Caldatribacterium	Varibaculum;Candidatus Caldatribacterium			Varibaculum;Candidatus Caldatribacterium
Varibaculum	;	Eubacterium	Varibaculum;Eubacterium			Varibaculum;Eubacterium
Varibaculum	;	Acetobacter	Varibaculum;Acetobacter			Varibaculum;Acetobacter
Varibaculum	;	Kaistia	Varibaculum;Kaistia			Varibaculum;Kaistia
Varibaculum	;	Cohaesibacter	Varibaculum;Cohaesibacter			Varibaculum;Cohaesibacter
Varibaculum	;	Pseudonocardia	Varibaculum;Pseudonocardia			Varibaculum;Pseudonocardia
Varibaculum	;	Oxalobacter	Varibaculum;Oxalobacter			Varibaculum;Oxalobacter
Varibaculum	;	Thioclava	Varibaculum;Thioclava			Varibaculum;Thioclava
Varibaculum	;	Atopobium	Varibaculum;Atopobium			Varibaculum;Atopobium
Varibaculum	;	Oscillibacter	Varibaculum;Oscillibacter			Varibaculum;Oscillibacter
Varibaculum	;	Tessaracoccus	Varibaculum;Tessaracoccus			Varibaculum;Tessaracoccus
Varibaculum	;	Providencia	Varibaculum;Providencia			Varibaculum;Providencia
Varibaculum	;	Olsenella	Varibaculum;Olsenella			Varibaculum;Olsenella
Varibaculum	;	Sphaerochaeta	Varibaculum;Sphaerochaeta			Varibaculum;Sphaerochaeta
Varibaculum	;	Acidiphilium	Varibaculum;Acidiphilium			Varibaculum;Acidiphilium
Varibaculum	;	Starkeya	Varibaculum;Starkeya			Varibaculum;Starkeya
Varibaculum	;	Phyllobacterium	Varibaculum;Phyllobacterium			Varibaculum;Phyllobacterium
Varibaculum	;	Vibrio	Varibaculum;Vibrio			Varibaculum;Vibrio
Varibaculum	;	Hungatella	Varibaculum;Hungatella			Varibaculum;Hungatella
Varibaculum	;	Leifsonia	Varibaculum;Leifsonia			Varibaculum;Leifsonia
Varibaculum	;	Micromonospora	Varibaculum;Micromonospora			Varibaculum;Micromonospora
Varibaculum	;	Truepera	Varibaculum;Truepera			Varibaculum;Truepera
Varibaculum	;	Aureimonas	Varibaculum;Aureimonas			Varibaculum;Aureimonas
Varibaculum	;	Gluconacetobacter	Varibaculum;Gluconacetobacter			Varibaculum;Gluconacetobacter
Varibaculum	;	Oscillospira	Varibaculum;Oscillospira			Varibaculum;Oscillospira
Varibaculum	;	Tabrizicola	Varibaculum;Tabrizicola			Varibaculum;Tabrizicola
Varibaculum	;	Pantoea	Varibaculum;Pantoea			Varibaculum;Pantoea
Varibaculum	;	Kiloniella	Varibaculum;Kiloniella			Varibaculum;Kiloniella
Varibaculum	;	Caldilinea	Varibaculum;Caldilinea			Varibaculum;Caldilinea
Varibaculum	;	Euzebya	Varibaculum;Euzebya			Varibaculum;Euzebya
Varibaculum	;	Brachybacterium	Varibaculum;Brachybacterium			Varibaculum;Brachybacterium
Varibaculum	;	Pelomonas	Varibaculum;Pelomonas			Varibaculum;Pelomonas
Varibaculum	;	Nonomuraea	Varibaculum;Nonomuraea			Varibaculum;Nonomuraea
Varibaculum	;	Sulfobacillus	Varibaculum;Sulfobacillus			Varibaculum;Sulfobacillus
Varibaculum	;	Virgibacillus	Varibaculum;Virgibacillus			Varibaculum;Virgibacillus
Varibaculum	;	Amycolatopsis	Varibaculum;Amycolatopsis			Varibaculum;Amycolatopsis
Varibaculum	;	Ktedonobacter	Varibaculum;Ktedonobacter			Varibaculum;Ktedonobacter
Varibaculum	;	Serratia	Varibaculum;Serratia			Varibaculum;Serratia
Varibaculum	;	Salmonella	Varibaculum;Salmonella			Varibaculum;Salmonella
Varibaculum	;	Grimontia	Varibaculum;Grimontia			Varibaculum;Grimontia
Varibaculum	;	Labrenzia	Varibaculum;Labrenzia			Varibaculum;Labrenzia
Varibaculum	;	Verminephrobacter	Varibaculum;Verminephrobacter			Varibaculum;Verminephrobacter
Varibaculum	;	Paucibacter	Varibaculum;Paucibacter			Varibaculum;Paucibacter
Varibaculum	;	Actinomadura	Varibaculum;Actinomadura			Varibaculum;Actinomadura
Varibaculum	;	Yersinia	Varibaculum;Yersinia			Varibaculum;Yersinia
Varibaculum	;	Butyrivibrio	Varibaculum;Butyrivibrio			Varibaculum;Butyrivibrio
Varibaculum	;	Phycisphaera	Varibaculum;Phycisphaera			Varibaculum;Phycisphaera
Varibaculum	;	Sporichthya	Varibaculum;Sporichthya			Varibaculum;Sporichthya
Varibaculum	;	Pandoraea	Varibaculum;Pandoraea			Varibaculum;Pandoraea
Varibaculum	;	Photorhabdus	Varibaculum;Photorhabdus			Varibaculum;Photorhabdus
Varibaculum	;	Aeribacillus	Varibaculum;Aeribacillus			Varibaculum;Aeribacillus
Varibaculum	;	Thermobifida	Varibaculum;Thermobifida			Varibaculum;Thermobifida
Varibaculum	;	Tepidanaerobacter	Varibaculum;Tepidanaerobacter			Varibaculum;Tepidanaerobacter
Varibaculum	;	Oceanobacillus	Varibaculum;Oceanobacillus			Varibaculum;Oceanobacillus
Varibaculum	;	Thalassospira	Varibaculum;Thalassospira			Varibaculum;Thalassospira
Varibaculum	;	Telmatospirillum	Varibaculum;Telmatospirillum			Varibaculum;Telmatospirillum
Varibaculum	;	Succinivibrio	Varibaculum;Succinivibrio			Varibaculum;Succinivibrio
Varibaculum	;	Selenomonas	Varibaculum;Selenomonas			Varibaculum;Selenomonas
Varibaculum	;	Robinsoniella	Varibaculum;Robinsoniella			Varibaculum;Robinsoniella
Varibaculum	;	Pseudobutyrivibrio	Varibaculum;Pseudobutyrivibrio			Varibaculum;Pseudobutyrivibrio
Varibaculum	;	Planctomyces	Varibaculum;Planctomyces			Varibaculum;Planctomyces
Varibaculum	;	Pasteurella	Varibaculum;Pasteurella			Varibaculum;Pasteurella
Varibaculum	;	Oceanisphaera	Varibaculum;Oceanisphaera			Varibaculum;Oceanisphaera
Varibaculum	;	Morganella	Varibaculum;Morganella			Varibaculum;Morganella
Varibaculum	;	Mesotoga	Varibaculum;Mesotoga			Varibaculum;Mesotoga
Varibaculum	;	Leptolinea	Varibaculum;Leptolinea			Varibaculum;Leptolinea
Varibaculum	;	Haemophilus	Varibaculum;Haemophilus			Varibaculum;Haemophilus
Varibaculum	;	Geosporobacter	Varibaculum;Geosporobacter			Varibaculum;Geosporobacter
Varibaculum	;	Fretibacterium	Varibaculum;Fretibacterium			Varibaculum;Fretibacterium
Varibaculum	;	Fervidobacterium	Varibaculum;Fervidobacterium			Varibaculum;Fervidobacterium
Varibaculum	;	Dorea	Varibaculum;Dorea			Varibaculum;Dorea
Varibaculum	;	Dictyoglomus	Varibaculum;Dictyoglomus			Varibaculum;Dictyoglomus
Varibaculum	;	Candidatus Latescibacter	Varibaculum;Candidatus Latescibacter			Varibaculum;Candidatus Latescibacter
Varibaculum	;	Blastopirellula	Varibaculum;Blastopirellula			Varibaculum;Blastopirellula
Varibaculum	;	Aggregatibacter	Varibaculum;Aggregatibacter			Varibaculum;Aggregatibacter
Trueperella	;	Halomonas	Trueperella;Halomonas			Trueperella;Halomonas
Trueperella	;	Acinetobacter	Trueperella;Acinetobacter			Trueperella;Acinetobacter
Trueperella	;	Aeromonas	Trueperella;Aeromonas			Trueperella;Aeromonas
Trueperella	;	Desulfovibrio	Trueperella;Desulfovibrio			Trueperella;Desulfovibrio
Trueperella	;	Nitrospira	Trueperella;Nitrospira			Trueperella;Nitrospira
Trueperella	;	Pseudomonas	Trueperella;Pseudomonas			Trueperella;Pseudomonas
Trueperella	;	Rhodobacter	Trueperella;Rhodobacter			Trueperella;Rhodobacter
Trueperella	;	Opitutus	Trueperella;Opitutus			Trueperella;Opitutus
Trueperella	;	Raoultella	Trueperella;Raoultella			Trueperella;Raoultella
Trueperella	;	Klebsiella	Trueperella;Klebsiella			Trueperella;Klebsiella
Trueperella	;	Enterococcus	Trueperella;Enterococcus			Trueperella;Enterococcus
Trueperella	;	Enterobacter	Trueperella;Enterobacter			Trueperella;Enterobacter
Trueperella	;	Streptococcus	Trueperella;Streptococcus			Trueperella;Streptococcus
Trueperella	;	Roseomonas	Trueperella;Roseomonas			Trueperella;Roseomonas
Trueperella	;	Rhizobium	Trueperella;Rhizobium			Trueperella;Rhizobium
Trueperella	;	Rhizobacter	Trueperella;Rhizobacter			Trueperella;Rhizobacter
Trueperella	;	Mycobacterium	Trueperella;Mycobacterium			Trueperella;Mycobacterium
Trueperella	;	Blautia	Trueperella;Blautia			Trueperella;Blautia
Trueperella	;	Bacillus	Trueperella;Bacillus			Trueperella;Bacillus
Trueperella	;	Gemmobacter	Trueperella;Gemmobacter			Trueperella;Gemmobacter
Trueperella	;	Anaerolinea	Trueperella;Anaerolinea			Trueperella;Anaerolinea
Trueperella	;	Nitratireductor	Trueperella;Nitratireductor			Trueperella;Nitratireductor
Trueperella	;	Staphylococcus	Trueperella;Staphylococcus			Trueperella;Staphylococcus
Trueperella	;	Actinomyces	Trueperella;Actinomyces			Trueperella;Actinomyces
Trueperella	;	Burkholderia	Trueperella;Burkholderia			Trueperella;Burkholderia
Trueperella	;	Nakamurella	Trueperella;Nakamurella			Trueperella;Nakamurella
Trueperella	;	Lachnospira	Trueperella;Lachnospira			Trueperella;Lachnospira
Trueperella	;	Shinella	Trueperella;Shinella			Trueperella;Shinella
Trueperella	;	Arthrobacter	Trueperella;Arthrobacter			Trueperella;Arthrobacter
Trueperella	;	Paenibacillus	Trueperella;Paenibacillus			Trueperella;Paenibacillus
Trueperella	;	Ensifer	Trueperella;Ensifer			Trueperella;Ensifer
Trueperella	;	Delftia	Trueperella;Delftia			Trueperella;Delftia
Trueperella	;	Ruminiclostridium	Trueperella;Ruminiclostridium			Trueperella;Ruminiclostridium
Trueperella	;	Brevibacillus	Trueperella;Brevibacillus			Trueperella;Brevibacillus
Trueperella	;	Desulfobacter	Trueperella;Desulfobacter			Trueperella;Desulfobacter
Trueperella	;	Xanthomonas	Trueperella;Xanthomonas			Trueperella;Xanthomonas
Trueperella	;	Leucobacter	Trueperella;Leucobacter			Trueperella;Leucobacter
Trueperella	;	Microbacter	Trueperella;Microbacter			Trueperella;Microbacter
Trueperella	;	Rhodopirellula	Trueperella;Rhodopirellula			Trueperella;Rhodopirellula
Trueperella	;	Veillonella	Trueperella;Veillonella			Trueperella;Veillonella
Trueperella	;	Leptospira	Trueperella;Leptospira			Trueperella;Leptospira
Trueperella	;	Mesorhizobium	Trueperella;Mesorhizobium			Trueperella;Mesorhizobium
Trueperella	;	Ochrobactrum	Trueperella;Ochrobactrum			Trueperella;Ochrobactrum
Trueperella	;	Pedosphaera	Trueperella;Pedosphaera			Trueperella;Pedosphaera
Trueperella	;	Georgenia	Trueperella;Georgenia			Trueperella;Georgenia
Trueperella	;	Rubrobacter	Trueperella;Rubrobacter			Trueperella;Rubrobacter
Trueperella	;	Methylobacter	Trueperella;Methylobacter			Trueperella;Methylobacter
Trueperella	;	Microbacterium	Trueperella;Microbacterium			Trueperella;Microbacterium
Trueperella	;	Treponema	Trueperella;Treponema			Trueperella;Treponema
Trueperella	;	Streptomyces	Trueperella;Streptomyces			Trueperella;Streptomyces
Trueperella	;	Candidatus Caldatribacterium	Trueperella;Candidatus Caldatribacterium			Trueperella;Candidatus Caldatribacterium
Trueperella	;	Eubacterium	Trueperella;Eubacterium			Trueperella;Eubacterium
Trueperella	;	Acetobacter	Trueperella;Acetobacter			Trueperella;Acetobacter
Trueperella	;	Kaistia	Trueperella;Kaistia			Trueperella;Kaistia
Trueperella	;	Cohaesibacter	Trueperella;Cohaesibacter			Trueperella;Cohaesibacter
Trueperella	;	Pseudonocardia	Trueperella;Pseudonocardia			Trueperella;Pseudonocardia
Trueperella	;	Oxalobacter	Trueperella;Oxalobacter			Trueperella;Oxalobacter
Trueperella	;	Thioclava	Trueperella;Thioclava			Trueperella;Thioclava
Trueperella	;	Atopobium	Trueperella;Atopobium			Trueperella;Atopobium
Trueperella	;	Oscillibacter	Trueperella;Oscillibacter			Trueperella;Oscillibacter
Trueperella	;	Tessaracoccus	Trueperella;Tessaracoccus			Trueperella;Tessaracoccus
Trueperella	;	Providencia	Trueperella;Providencia			Trueperella;Providencia
Trueperella	;	Olsenella	Trueperella;Olsenella			Trueperella;Olsenella
Trueperella	;	Sphaerochaeta	Trueperella;Sphaerochaeta			Trueperella;Sphaerochaeta
Trueperella	;	Acidiphilium	Trueperella;Acidiphilium			Trueperella;Acidiphilium
Trueperella	;	Starkeya	Trueperella;Starkeya			Trueperella;Starkeya
Trueperella	;	Phyllobacterium	Trueperella;Phyllobacterium			Trueperella;Phyllobacterium
Trueperella	;	Vibrio	Trueperella;Vibrio			Trueperella;Vibrio
Trueperella	;	Hungatella	Trueperella;Hungatella			Trueperella;Hungatella
Trueperella	;	Leifsonia	Trueperella;Leifsonia			Trueperella;Leifsonia
Trueperella	;	Micromonospora	Trueperella;Micromonospora			Trueperella;Micromonospora
Trueperella	;	Truepera	Trueperella;Truepera			Trueperella;Truepera
Trueperella	;	Aureimonas	Trueperella;Aureimonas			Trueperella;Aureimonas
Trueperella	;	Gluconacetobacter	Trueperella;Gluconacetobacter			Trueperella;Gluconacetobacter
Trueperella	;	Oscillospira	Trueperella;Oscillospira			Trueperella;Oscillospira
Trueperella	;	Tabrizicola	Trueperella;Tabrizicola			Trueperella;Tabrizicola
Trueperella	;	Pantoea	Trueperella;Pantoea			Trueperella;Pantoea
Trueperella	;	Kiloniella	Trueperella;Kiloniella			Trueperella;Kiloniella
Trueperella	;	Caldilinea	Trueperella;Caldilinea			Trueperella;Caldilinea
Trueperella	;	Euzebya	Trueperella;Euzebya			Trueperella;Euzebya
Trueperella	;	Brachybacterium	Trueperella;Brachybacterium			Trueperella;Brachybacterium
Trueperella	;	Pelomonas	Trueperella;Pelomonas			Trueperella;Pelomonas
Trueperella	;	Nonomuraea	Trueperella;Nonomuraea			Trueperella;Nonomuraea
Trueperella	;	Sulfobacillus	Trueperella;Sulfobacillus			Trueperella;Sulfobacillus
Trueperella	;	Virgibacillus	Trueperella;Virgibacillus			Trueperella;Virgibacillus
Trueperella	;	Amycolatopsis	Trueperella;Amycolatopsis			Trueperella;Amycolatopsis
Trueperella	;	Ktedonobacter	Trueperella;Ktedonobacter			Trueperella;Ktedonobacter
Trueperella	;	Serratia	Trueperella;Serratia			Trueperella;Serratia
Trueperella	;	Salmonella	Trueperella;Salmonella			Trueperella;Salmonella
Trueperella	;	Grimontia	Trueperella;Grimontia			Trueperella;Grimontia
Trueperella	;	Labrenzia	Trueperella;Labrenzia			Trueperella;Labrenzia
Trueperella	;	Verminephrobacter	Trueperella;Verminephrobacter			Trueperella;Verminephrobacter
Trueperella	;	Paucibacter	Trueperella;Paucibacter			Trueperella;Paucibacter
Trueperella	;	Actinomadura	Trueperella;Actinomadura			Trueperella;Actinomadura
Trueperella	;	Yersinia	Trueperella;Yersinia			Trueperella;Yersinia
Trueperella	;	Butyrivibrio	Trueperella;Butyrivibrio			Trueperella;Butyrivibrio
Trueperella	;	Phycisphaera	Trueperella;Phycisphaera			Trueperella;Phycisphaera
Trueperella	;	Sporichthya	Trueperella;Sporichthya			Trueperella;Sporichthya
Trueperella	;	Pandoraea	Trueperella;Pandoraea			Trueperella;Pandoraea
Trueperella	;	Photorhabdus	Trueperella;Photorhabdus			Trueperella;Photorhabdus
Trueperella	;	Aeribacillus	Trueperella;Aeribacillus			Trueperella;Aeribacillus
Trueperella	;	Thermobifida	Trueperella;Thermobifida			Trueperella;Thermobifida
Trueperella	;	Tepidanaerobacter	Trueperella;Tepidanaerobacter			Trueperella;Tepidanaerobacter
Trueperella	;	Oceanobacillus	Trueperella;Oceanobacillus			Trueperella;Oceanobacillus
Trueperella	;	Thalassospira	Trueperella;Thalassospira			Trueperella;Thalassospira
Trueperella	;	Telmatospirillum	Trueperella;Telmatospirillum			Trueperella;Telmatospirillum
Trueperella	;	Succinivibrio	Trueperella;Succinivibrio			Trueperella;Succinivibrio
Trueperella	;	Selenomonas	Trueperella;Selenomonas			Trueperella;Selenomonas
Trueperella	;	Robinsoniella	Trueperella;Robinsoniella			Trueperella;Robinsoniella
Trueperella	;	Pseudobutyrivibrio	Trueperella;Pseudobutyrivibrio			Trueperella;Pseudobutyrivibrio
Trueperella	;	Planctomyces	Trueperella;Planctomyces			Trueperella;Planctomyces
Trueperella	;	Pasteurella	Trueperella;Pasteurella			Trueperella;Pasteurella
Trueperella	;	Oceanisphaera	Trueperella;Oceanisphaera			Trueperella;Oceanisphaera
Trueperella	;	Morganella	Trueperella;Morganella			Trueperella;Morganella
Trueperella	;	Mesotoga	Trueperella;Mesotoga			Trueperella;Mesotoga
Trueperella	;	Leptolinea	Trueperella;Leptolinea			Trueperella;Leptolinea
Trueperella	;	Haemophilus	Trueperella;Haemophilus			Trueperella;Haemophilus
Trueperella	;	Geosporobacter	Trueperella;Geosporobacter			Trueperella;Geosporobacter
Trueperella	;	Fretibacterium	Trueperella;Fretibacterium			Trueperella;Fretibacterium
Trueperella	;	Fervidobacterium	Trueperella;Fervidobacterium			Trueperella;Fervidobacterium
Trueperella	;	Dorea	Trueperella;Dorea			Trueperella;Dorea
Trueperella	;	Dictyoglomus	Trueperella;Dictyoglomus			Trueperella;Dictyoglomus
Trueperella	;	Candidatus Latescibacter	Trueperella;Candidatus Latescibacter			Trueperella;Candidatus Latescibacter
Trueperella	;	Blastopirellula	Trueperella;Blastopirellula			Trueperella;Blastopirellula
Trueperella	;	Aggregatibacter	Trueperella;Aggregatibacter			Trueperella;Aggregatibacter
Salinicoccus	;	Halomonas	Salinicoccus;Halomonas			Salinicoccus;Halomonas
Salinicoccus	;	Acinetobacter	Salinicoccus;Acinetobacter			Salinicoccus;Acinetobacter
Salinicoccus	;	Aeromonas	Salinicoccus;Aeromonas			Salinicoccus;Aeromonas
Salinicoccus	;	Desulfovibrio	Salinicoccus;Desulfovibrio			Salinicoccus;Desulfovibrio
Salinicoccus	;	Nitrospira	Salinicoccus;Nitrospira			Salinicoccus;Nitrospira
Salinicoccus	;	Pseudomonas	Salinicoccus;Pseudomonas			Salinicoccus;Pseudomonas
Salinicoccus	;	Rhodobacter	Salinicoccus;Rhodobacter			Salinicoccus;Rhodobacter
Salinicoccus	;	Opitutus	Salinicoccus;Opitutus			Salinicoccus;Opitutus
Salinicoccus	;	Raoultella	Salinicoccus;Raoultella			Salinicoccus;Raoultella
Salinicoccus	;	Klebsiella	Salinicoccus;Klebsiella			Salinicoccus;Klebsiella
Salinicoccus	;	Enterococcus	Salinicoccus;Enterococcus			Salinicoccus;Enterococcus
Salinicoccus	;	Enterobacter	Salinicoccus;Enterobacter			Salinicoccus;Enterobacter
Salinicoccus	;	Streptococcus	Salinicoccus;Streptococcus			Salinicoccus;Streptococcus
Salinicoccus	;	Roseomonas	Salinicoccus;Roseomonas			Salinicoccus;Roseomonas
Salinicoccus	;	Rhizobium	Salinicoccus;Rhizobium			Salinicoccus;Rhizobium
Salinicoccus	;	Rhizobacter	Salinicoccus;Rhizobacter			Salinicoccus;Rhizobacter
Salinicoccus	;	Mycobacterium	Salinicoccus;Mycobacterium			Salinicoccus;Mycobacterium
Salinicoccus	;	Blautia	Salinicoccus;Blautia			Salinicoccus;Blautia
Salinicoccus	;	Bacillus	Salinicoccus;Bacillus			Salinicoccus;Bacillus
Salinicoccus	;	Gemmobacter	Salinicoccus;Gemmobacter			Salinicoccus;Gemmobacter
Salinicoccus	;	Anaerolinea	Salinicoccus;Anaerolinea			Salinicoccus;Anaerolinea
Salinicoccus	;	Nitratireductor	Salinicoccus;Nitratireductor			Salinicoccus;Nitratireductor
Salinicoccus	;	Staphylococcus	Salinicoccus;Staphylococcus			Salinicoccus;Staphylococcus
Salinicoccus	;	Actinomyces	Salinicoccus;Actinomyces			Salinicoccus;Actinomyces
Salinicoccus	;	Burkholderia	Salinicoccus;Burkholderia			Salinicoccus;Burkholderia
Salinicoccus	;	Nakamurella	Salinicoccus;Nakamurella			Salinicoccus;Nakamurella
Salinicoccus	;	Lachnospira	Salinicoccus;Lachnospira			Salinicoccus;Lachnospira
Salinicoccus	;	Shinella	Salinicoccus;Shinella			Salinicoccus;Shinella
Salinicoccus	;	Arthrobacter	Salinicoccus;Arthrobacter			Salinicoccus;Arthrobacter
Salinicoccus	;	Paenibacillus	Salinicoccus;Paenibacillus			Salinicoccus;Paenibacillus
Salinicoccus	;	Ensifer	Salinicoccus;Ensifer			Salinicoccus;Ensifer
Salinicoccus	;	Delftia	Salinicoccus;Delftia			Salinicoccus;Delftia
Salinicoccus	;	Ruminiclostridium	Salinicoccus;Ruminiclostridium			Salinicoccus;Ruminiclostridium
Salinicoccus	;	Brevibacillus	Salinicoccus;Brevibacillus			Salinicoccus;Brevibacillus
Salinicoccus	;	Desulfobacter	Salinicoccus;Desulfobacter			Salinicoccus;Desulfobacter
Salinicoccus	;	Xanthomonas	Salinicoccus;Xanthomonas			Salinicoccus;Xanthomonas
Salinicoccus	;	Leucobacter	Salinicoccus;Leucobacter			Salinicoccus;Leucobacter
Salinicoccus	;	Microbacter	Salinicoccus;Microbacter			Salinicoccus;Microbacter
Salinicoccus	;	Rhodopirellula	Salinicoccus;Rhodopirellula			Salinicoccus;Rhodopirellula
Salinicoccus	;	Veillonella	Salinicoccus;Veillonella			Salinicoccus;Veillonella
Salinicoccus	;	Leptospira	Salinicoccus;Leptospira			Salinicoccus;Leptospira
Salinicoccus	;	Mesorhizobium	Salinicoccus;Mesorhizobium			Salinicoccus;Mesorhizobium
Salinicoccus	;	Ochrobactrum	Salinicoccus;Ochrobactrum			Salinicoccus;Ochrobactrum
Salinicoccus	;	Pedosphaera	Salinicoccus;Pedosphaera			Salinicoccus;Pedosphaera
Salinicoccus	;	Georgenia	Salinicoccus;Georgenia			Salinicoccus;Georgenia
Salinicoccus	;	Rubrobacter	Salinicoccus;Rubrobacter			Salinicoccus;Rubrobacter
Salinicoccus	;	Methylobacter	Salinicoccus;Methylobacter			Salinicoccus;Methylobacter
Salinicoccus	;	Microbacterium	Salinicoccus;Microbacterium			Salinicoccus;Microbacterium
Salinicoccus	;	Treponema	Salinicoccus;Treponema			Salinicoccus;Treponema
Salinicoccus	;	Streptomyces	Salinicoccus;Streptomyces			Salinicoccus;Streptomyces
Salinicoccus	;	Candidatus Caldatribacterium	Salinicoccus;Candidatus Caldatribacterium			Salinicoccus;Candidatus Caldatribacterium
Salinicoccus	;	Eubacterium	Salinicoccus;Eubacterium			Salinicoccus;Eubacterium
Salinicoccus	;	Acetobacter	Salinicoccus;Acetobacter			Salinicoccus;Acetobacter
Salinicoccus	;	Kaistia	Salinicoccus;Kaistia			Salinicoccus;Kaistia
