from		to				AI-2
Fusicatenibacter	;	Acinetobacter	Fusicatenibacter;Acinetobacter			Fusicatenibacter;Acinetobacter
Fusicatenibacter	;	Aeromonas	Fusicatenibacter;Aeromonas			Fusicatenibacter;Aeromonas
Fusicatenibacter	;	Desulfovibrio	Fusicatenibacter;Desulfovibrio			Fusicatenibacter;Desulfovibrio
Fusicatenibacter	;	Nitrospira	Fusicatenibacter;Nitrospira			Fusicatenibacter;Nitrospira
Fusicatenibacter	;	Pseudomonas	Fusicatenibacter;Pseudomonas			Fusicatenibacter;Pseudomonas
Fusicatenibacter	;	Rhodobacter	Fusicatenibacter;Rhodobacter			Fusicatenibacter;Rhodobacter
Fusicatenibacter	;	Opitutus	Fusicatenibacter;Opitutus			Fusicatenibacter;Opitutus
Fusicatenibacter	;	Raoultella	Fusicatenibacter;Raoultella			Fusicatenibacter;Raoultella
Fusicatenibacter	;	Klebsiella	Fusicatenibacter;Klebsiella			Fusicatenibacter;Klebsiella
Fusicatenibacter	;	Enterococcus	Fusicatenibacter;Enterococcus			Fusicatenibacter;Enterococcus
Fusicatenibacter	;	Enterobacter	Fusicatenibacter;Enterobacter			Fusicatenibacter;Enterobacter
Fusicatenibacter	;	Streptococcus	Fusicatenibacter;Streptococcus			Fusicatenibacter;Streptococcus
Fusicatenibacter	;	Roseomonas	Fusicatenibacter;Roseomonas			Fusicatenibacter;Roseomonas
Fusicatenibacter	;	Rhizobium	Fusicatenibacter;Rhizobium			Fusicatenibacter;Rhizobium
Fusicatenibacter	;	Rhizobacter	Fusicatenibacter;Rhizobacter			Fusicatenibacter;Rhizobacter
Fusicatenibacter	;	Mycobacterium	Fusicatenibacter;Mycobacterium			Fusicatenibacter;Mycobacterium
Fusicatenibacter	;	Blautia	Fusicatenibacter;Blautia			Fusicatenibacter;Blautia
Fusicatenibacter	;	Bacillus	Fusicatenibacter;Bacillus			Fusicatenibacter;Bacillus
Fusicatenibacter	;	Gemmobacter	Fusicatenibacter;Gemmobacter			Fusicatenibacter;Gemmobacter
Fusicatenibacter	;	Anaerolinea	Fusicatenibacter;Anaerolinea			Fusicatenibacter;Anaerolinea
Fusicatenibacter	;	Nitratireductor	Fusicatenibacter;Nitratireductor			Fusicatenibacter;Nitratireductor
Fusicatenibacter	;	Staphylococcus	Fusicatenibacter;Staphylococcus			Fusicatenibacter;Staphylococcus
Fusicatenibacter	;	Actinomyces	Fusicatenibacter;Actinomyces			Fusicatenibacter;Actinomyces
Fusicatenibacter	;	Burkholderia	Fusicatenibacter;Burkholderia			Fusicatenibacter;Burkholderia
Fusicatenibacter	;	Nakamurella	Fusicatenibacter;Nakamurella			Fusicatenibacter;Nakamurella
Fusicatenibacter	;	Lachnospira	Fusicatenibacter;Lachnospira			Fusicatenibacter;Lachnospira
Fusicatenibacter	;	Shinella	Fusicatenibacter;Shinella			Fusicatenibacter;Shinella
Fusicatenibacter	;	Arthrobacter	Fusicatenibacter;Arthrobacter			Fusicatenibacter;Arthrobacter
Fusicatenibacter	;	Paenibacillus	Fusicatenibacter;Paenibacillus			Fusicatenibacter;Paenibacillus
Fusicatenibacter	;	Ensifer	Fusicatenibacter;Ensifer			Fusicatenibacter;Ensifer
Fusicatenibacter	;	Delftia	Fusicatenibacter;Delftia			Fusicatenibacter;Delftia
Fusicatenibacter	;	Ruminiclostridium	Fusicatenibacter;Ruminiclostridium			Fusicatenibacter;Ruminiclostridium
Fusicatenibacter	;	Brevibacillus	Fusicatenibacter;Brevibacillus			Fusicatenibacter;Brevibacillus
Fusicatenibacter	;	Desulfobacter	Fusicatenibacter;Desulfobacter			Fusicatenibacter;Desulfobacter
Fusicatenibacter	;	Xanthomonas	Fusicatenibacter;Xanthomonas			Fusicatenibacter;Xanthomonas
Fusicatenibacter	;	Leucobacter	Fusicatenibacter;Leucobacter			Fusicatenibacter;Leucobacter
Fusicatenibacter	;	Microbacter	Fusicatenibacter;Microbacter			Fusicatenibacter;Microbacter
Fusicatenibacter	;	Rhodopirellula	Fusicatenibacter;Rhodopirellula			Fusicatenibacter;Rhodopirellula
Fusicatenibacter	;	Veillonella	Fusicatenibacter;Veillonella			Fusicatenibacter;Veillonella
Fusicatenibacter	;	Leptospira	Fusicatenibacter;Leptospira			Fusicatenibacter;Leptospira
Fusicatenibacter	;	Mesorhizobium	Fusicatenibacter;Mesorhizobium			Fusicatenibacter;Mesorhizobium
Fusicatenibacter	;	Ochrobactrum	Fusicatenibacter;Ochrobactrum			Fusicatenibacter;Ochrobactrum
Fusicatenibacter	;	Pedosphaera	Fusicatenibacter;Pedosphaera			Fusicatenibacter;Pedosphaera
Fusicatenibacter	;	Georgenia	Fusicatenibacter;Georgenia			Fusicatenibacter;Georgenia
Fusicatenibacter	;	Rubrobacter	Fusicatenibacter;Rubrobacter			Fusicatenibacter;Rubrobacter
Fusicatenibacter	;	Methylobacter	Fusicatenibacter;Methylobacter			Fusicatenibacter;Methylobacter
Fusicatenibacter	;	Microbacterium	Fusicatenibacter;Microbacterium			Fusicatenibacter;Microbacterium
Fusicatenibacter	;	Treponema	Fusicatenibacter;Treponema			Fusicatenibacter;Treponema
Fusicatenibacter	;	Streptomyces	Fusicatenibacter;Streptomyces			Fusicatenibacter;Streptomyces
Fusicatenibacter	;	Candidatus Caldatribacterium	Fusicatenibacter;Candidatus Caldatribacterium			Fusicatenibacter;Candidatus Caldatribacterium
Fusicatenibacter	;	Eubacterium	Fusicatenibacter;Eubacterium			Fusicatenibacter;Eubacterium
Fusicatenibacter	;	Acetobacter	Fusicatenibacter;Acetobacter			Fusicatenibacter;Acetobacter
Fusicatenibacter	;	Kaistia	Fusicatenibacter;Kaistia			Fusicatenibacter;Kaistia
Fusicatenibacter	;	Cohaesibacter	Fusicatenibacter;Cohaesibacter			Fusicatenibacter;Cohaesibacter
Fusicatenibacter	;	Pseudonocardia	Fusicatenibacter;Pseudonocardia			Fusicatenibacter;Pseudonocardia
Fusicatenibacter	;	Oxalobacter	Fusicatenibacter;Oxalobacter			Fusicatenibacter;Oxalobacter
Fusicatenibacter	;	Thioclava	Fusicatenibacter;Thioclava			Fusicatenibacter;Thioclava
Fusicatenibacter	;	Atopobium	Fusicatenibacter;Atopobium			Fusicatenibacter;Atopobium
Fusicatenibacter	;	Oscillibacter	Fusicatenibacter;Oscillibacter			Fusicatenibacter;Oscillibacter
Fusicatenibacter	;	Tessaracoccus	Fusicatenibacter;Tessaracoccus			Fusicatenibacter;Tessaracoccus
Fusicatenibacter	;	Providencia	Fusicatenibacter;Providencia			Fusicatenibacter;Providencia
Fusicatenibacter	;	Olsenella	Fusicatenibacter;Olsenella			Fusicatenibacter;Olsenella
Fusicatenibacter	;	Sphaerochaeta	Fusicatenibacter;Sphaerochaeta			Fusicatenibacter;Sphaerochaeta
Fusicatenibacter	;	Acidiphilium	Fusicatenibacter;Acidiphilium			Fusicatenibacter;Acidiphilium
Fusicatenibacter	;	Starkeya	Fusicatenibacter;Starkeya			Fusicatenibacter;Starkeya
Fusicatenibacter	;	Phyllobacterium	Fusicatenibacter;Phyllobacterium			Fusicatenibacter;Phyllobacterium
Fusicatenibacter	;	Vibrio	Fusicatenibacter;Vibrio			Fusicatenibacter;Vibrio
Fusicatenibacter	;	Hungatella	Fusicatenibacter;Hungatella			Fusicatenibacter;Hungatella
Fusicatenibacter	;	Leifsonia	Fusicatenibacter;Leifsonia			Fusicatenibacter;Leifsonia
Fusicatenibacter	;	Micromonospora	Fusicatenibacter;Micromonospora			Fusicatenibacter;Micromonospora
Fusicatenibacter	;	Truepera	Fusicatenibacter;Truepera			Fusicatenibacter;Truepera
Fusicatenibacter	;	Aureimonas	Fusicatenibacter;Aureimonas			Fusicatenibacter;Aureimonas
Fusicatenibacter	;	Gluconacetobacter	Fusicatenibacter;Gluconacetobacter			Fusicatenibacter;Gluconacetobacter
Fusicatenibacter	;	Oscillospira	Fusicatenibacter;Oscillospira			Fusicatenibacter;Oscillospira
Fusicatenibacter	;	Tabrizicola	Fusicatenibacter;Tabrizicola			Fusicatenibacter;Tabrizicola
Fusicatenibacter	;	Pantoea	Fusicatenibacter;Pantoea			Fusicatenibacter;Pantoea
Fusicatenibacter	;	Kiloniella	Fusicatenibacter;Kiloniella			Fusicatenibacter;Kiloniella
Fusicatenibacter	;	Caldilinea	Fusicatenibacter;Caldilinea			Fusicatenibacter;Caldilinea
Fusicatenibacter	;	Euzebya	Fusicatenibacter;Euzebya			Fusicatenibacter;Euzebya
Fusicatenibacter	;	Brachybacterium	Fusicatenibacter;Brachybacterium			Fusicatenibacter;Brachybacterium
Fusicatenibacter	;	Pelomonas	Fusicatenibacter;Pelomonas			Fusicatenibacter;Pelomonas
Fusicatenibacter	;	Nonomuraea	Fusicatenibacter;Nonomuraea			Fusicatenibacter;Nonomuraea
Fusicatenibacter	;	Sulfobacillus	Fusicatenibacter;Sulfobacillus			Fusicatenibacter;Sulfobacillus
Fusicatenibacter	;	Virgibacillus	Fusicatenibacter;Virgibacillus			Fusicatenibacter;Virgibacillus
Fusicatenibacter	;	Amycolatopsis	Fusicatenibacter;Amycolatopsis			Fusicatenibacter;Amycolatopsis
Fusicatenibacter	;	Ktedonobacter	Fusicatenibacter;Ktedonobacter			Fusicatenibacter;Ktedonobacter
Fusicatenibacter	;	Serratia	Fusicatenibacter;Serratia			Fusicatenibacter;Serratia
Fusicatenibacter	;	Salmonella	Fusicatenibacter;Salmonella			Fusicatenibacter;Salmonella
Fusicatenibacter	;	Grimontia	Fusicatenibacter;Grimontia			Fusicatenibacter;Grimontia
Fusicatenibacter	;	Labrenzia	Fusicatenibacter;Labrenzia			Fusicatenibacter;Labrenzia
Fusicatenibacter	;	Verminephrobacter	Fusicatenibacter;Verminephrobacter			Fusicatenibacter;Verminephrobacter
Fusicatenibacter	;	Paucibacter	Fusicatenibacter;Paucibacter			Fusicatenibacter;Paucibacter
Fusicatenibacter	;	Actinomadura	Fusicatenibacter;Actinomadura			Fusicatenibacter;Actinomadura
Fusicatenibacter	;	Yersinia	Fusicatenibacter;Yersinia			Fusicatenibacter;Yersinia
Fusicatenibacter	;	Butyrivibrio	Fusicatenibacter;Butyrivibrio			Fusicatenibacter;Butyrivibrio
Fusicatenibacter	;	Phycisphaera	Fusicatenibacter;Phycisphaera			Fusicatenibacter;Phycisphaera
Fusicatenibacter	;	Sporichthya	Fusicatenibacter;Sporichthya			Fusicatenibacter;Sporichthya
Fusicatenibacter	;	Pandoraea	Fusicatenibacter;Pandoraea			Fusicatenibacter;Pandoraea
Fusicatenibacter	;	Photorhabdus	Fusicatenibacter;Photorhabdus			Fusicatenibacter;Photorhabdus
Fusicatenibacter	;	Aeribacillus	Fusicatenibacter;Aeribacillus			Fusicatenibacter;Aeribacillus
Fusicatenibacter	;	Thermobifida	Fusicatenibacter;Thermobifida			Fusicatenibacter;Thermobifida
Fusicatenibacter	;	Tepidanaerobacter	Fusicatenibacter;Tepidanaerobacter			Fusicatenibacter;Tepidanaerobacter
Fusicatenibacter	;	Oceanobacillus	Fusicatenibacter;Oceanobacillus			Fusicatenibacter;Oceanobacillus
Fusicatenibacter	;	Thalassospira	Fusicatenibacter;Thalassospira			Fusicatenibacter;Thalassospira
Fusicatenibacter	;	Telmatospirillum	Fusicatenibacter;Telmatospirillum			Fusicatenibacter;Telmatospirillum
Fusicatenibacter	;	Succinivibrio	Fusicatenibacter;Succinivibrio			Fusicatenibacter;Succinivibrio
Fusicatenibacter	;	Selenomonas	Fusicatenibacter;Selenomonas			Fusicatenibacter;Selenomonas
Fusicatenibacter	;	Robinsoniella	Fusicatenibacter;Robinsoniella			Fusicatenibacter;Robinsoniella
Fusicatenibacter	;	Pseudobutyrivibrio	Fusicatenibacter;Pseudobutyrivibrio			Fusicatenibacter;Pseudobutyrivibrio
Fusicatenibacter	;	Planctomyces	Fusicatenibacter;Planctomyces			Fusicatenibacter;Planctomyces
Fusicatenibacter	;	Pasteurella	Fusicatenibacter;Pasteurella			Fusicatenibacter;Pasteurella
Fusicatenibacter	;	Oceanisphaera	Fusicatenibacter;Oceanisphaera			Fusicatenibacter;Oceanisphaera
Fusicatenibacter	;	Morganella	Fusicatenibacter;Morganella			Fusicatenibacter;Morganella
Fusicatenibacter	;	Mesotoga	Fusicatenibacter;Mesotoga			Fusicatenibacter;Mesotoga
Fusicatenibacter	;	Leptolinea	Fusicatenibacter;Leptolinea			Fusicatenibacter;Leptolinea
Fusicatenibacter	;	Haemophilus	Fusicatenibacter;Haemophilus			Fusicatenibacter;Haemophilus
Fusicatenibacter	;	Geosporobacter	Fusicatenibacter;Geosporobacter			Fusicatenibacter;Geosporobacter
Fusicatenibacter	;	Fretibacterium	Fusicatenibacter;Fretibacterium			Fusicatenibacter;Fretibacterium
Fusicatenibacter	;	Fervidobacterium	Fusicatenibacter;Fervidobacterium			Fusicatenibacter;Fervidobacterium
Fusicatenibacter	;	Dorea	Fusicatenibacter;Dorea			Fusicatenibacter;Dorea
Fusicatenibacter	;	Dictyoglomus	Fusicatenibacter;Dictyoglomus			Fusicatenibacter;Dictyoglomus
Fusicatenibacter	;	Candidatus Latescibacter	Fusicatenibacter;Candidatus Latescibacter			Fusicatenibacter;Candidatus Latescibacter
Fusicatenibacter	;	Blastopirellula	Fusicatenibacter;Blastopirellula			Fusicatenibacter;Blastopirellula
Fusicatenibacter	;	Aggregatibacter	Fusicatenibacter;Aggregatibacter			Fusicatenibacter;Aggregatibacter
Acidaminococcus	;	Halomonas	Acidaminococcus;Halomonas			Acidaminococcus;Halomonas
Acidaminococcus	;	Acinetobacter	Acidaminococcus;Acinetobacter			Acidaminococcus;Acinetobacter
Acidaminococcus	;	Aeromonas	Acidaminococcus;Aeromonas			Acidaminococcus;Aeromonas
Acidaminococcus	;	Desulfovibrio	Acidaminococcus;Desulfovibrio			Acidaminococcus;Desulfovibrio
Acidaminococcus	;	Nitrospira	Acidaminococcus;Nitrospira			Acidaminococcus;Nitrospira
Acidaminococcus	;	Pseudomonas	Acidaminococcus;Pseudomonas			Acidaminococcus;Pseudomonas
Acidaminococcus	;	Rhodobacter	Acidaminococcus;Rhodobacter			Acidaminococcus;Rhodobacter
Acidaminococcus	;	Opitutus	Acidaminococcus;Opitutus			Acidaminococcus;Opitutus
Acidaminococcus	;	Raoultella	Acidaminococcus;Raoultella			Acidaminococcus;Raoultella
Acidaminococcus	;	Klebsiella	Acidaminococcus;Klebsiella			Acidaminococcus;Klebsiella
Acidaminococcus	;	Enterococcus	Acidaminococcus;Enterococcus			Acidaminococcus;Enterococcus
Acidaminococcus	;	Enterobacter	Acidaminococcus;Enterobacter			Acidaminococcus;Enterobacter
Acidaminococcus	;	Streptococcus	Acidaminococcus;Streptococcus			Acidaminococcus;Streptococcus
Acidaminococcus	;	Roseomonas	Acidaminococcus;Roseomonas			Acidaminococcus;Roseomonas
Acidaminococcus	;	Rhizobium	Acidaminococcus;Rhizobium			Acidaminococcus;Rhizobium
Acidaminococcus	;	Rhizobacter	Acidaminococcus;Rhizobacter			Acidaminococcus;Rhizobacter
Acidaminococcus	;	Mycobacterium	Acidaminococcus;Mycobacterium			Acidaminococcus;Mycobacterium
Acidaminococcus	;	Blautia	Acidaminococcus;Blautia			Acidaminococcus;Blautia
Acidaminococcus	;	Bacillus	Acidaminococcus;Bacillus			Acidaminococcus;Bacillus
Acidaminococcus	;	Gemmobacter	Acidaminococcus;Gemmobacter			Acidaminococcus;Gemmobacter
Acidaminococcus	;	Anaerolinea	Acidaminococcus;Anaerolinea			Acidaminococcus;Anaerolinea
Acidaminococcus	;	Nitratireductor	Acidaminococcus;Nitratireductor			Acidaminococcus;Nitratireductor
Acidaminococcus	;	Staphylococcus	Acidaminococcus;Staphylococcus			Acidaminococcus;Staphylococcus
Acidaminococcus	;	Actinomyces	Acidaminococcus;Actinomyces			Acidaminococcus;Actinomyces
Acidaminococcus	;	Burkholderia	Acidaminococcus;Burkholderia			Acidaminococcus;Burkholderia
Acidaminococcus	;	Nakamurella	Acidaminococcus;Nakamurella			Acidaminococcus;Nakamurella
Acidaminococcus	;	Lachnospira	Acidaminococcus;Lachnospira			Acidaminococcus;Lachnospira
Acidaminococcus	;	Shinella	Acidaminococcus;Shinella			Acidaminococcus;Shinella
Acidaminococcus	;	Arthrobacter	Acidaminococcus;Arthrobacter			Acidaminococcus;Arthrobacter
Acidaminococcus	;	Paenibacillus	Acidaminococcus;Paenibacillus			Acidaminococcus;Paenibacillus
Acidaminococcus	;	Ensifer	Acidaminococcus;Ensifer			Acidaminococcus;Ensifer
Acidaminococcus	;	Delftia	Acidaminococcus;Delftia			Acidaminococcus;Delftia
Acidaminococcus	;	Ruminiclostridium	Acidaminococcus;Ruminiclostridium			Acidaminococcus;Ruminiclostridium
Acidaminococcus	;	Brevibacillus	Acidaminococcus;Brevibacillus			Acidaminococcus;Brevibacillus
Acidaminococcus	;	Desulfobacter	Acidaminococcus;Desulfobacter			Acidaminococcus;Desulfobacter
Acidaminococcus	;	Xanthomonas	Acidaminococcus;Xanthomonas			Acidaminococcus;Xanthomonas
Acidaminococcus	;	Leucobacter	Acidaminococcus;Leucobacter			Acidaminococcus;Leucobacter
Acidaminococcus	;	Microbacter	Acidaminococcus;Microbacter			Acidaminococcus;Microbacter
Acidaminococcus	;	Rhodopirellula	Acidaminococcus;Rhodopirellula			Acidaminococcus;Rhodopirellula
Acidaminococcus	;	Veillonella	Acidaminococcus;Veillonella			Acidaminococcus;Veillonella
Acidaminococcus	;	Leptospira	Acidaminococcus;Leptospira			Acidaminococcus;Leptospira
Acidaminococcus	;	Mesorhizobium	Acidaminococcus;Mesorhizobium			Acidaminococcus;Mesorhizobium
Acidaminococcus	;	Ochrobactrum	Acidaminococcus;Ochrobactrum			Acidaminococcus;Ochrobactrum
Acidaminococcus	;	Pedosphaera	Acidaminococcus;Pedosphaera			Acidaminococcus;Pedosphaera
Acidaminococcus	;	Georgenia	Acidaminococcus;Georgenia			Acidaminococcus;Georgenia
Acidaminococcus	;	Rubrobacter	Acidaminococcus;Rubrobacter			Acidaminococcus;Rubrobacter
Acidaminococcus	;	Methylobacter	Acidaminococcus;Methylobacter			Acidaminococcus;Methylobacter
Acidaminococcus	;	Microbacterium	Acidaminococcus;Microbacterium			Acidaminococcus;Microbacterium
Acidaminococcus	;	Treponema	Acidaminococcus;Treponema			Acidaminococcus;Treponema
Acidaminococcus	;	Streptomyces	Acidaminococcus;Streptomyces			Acidaminococcus;Streptomyces
Acidaminococcus	;	Candidatus Caldatribacterium	Acidaminococcus;Candidatus Caldatribacterium			Acidaminococcus;Candidatus Caldatribacterium
Acidaminococcus	;	Eubacterium	Acidaminococcus;Eubacterium			Acidaminococcus;Eubacterium
Acidaminococcus	;	Acetobacter	Acidaminococcus;Acetobacter			Acidaminococcus;Acetobacter
Acidaminococcus	;	Kaistia	Acidaminococcus;Kaistia			Acidaminococcus;Kaistia
Acidaminococcus	;	Cohaesibacter	Acidaminococcus;Cohaesibacter			Acidaminococcus;Cohaesibacter
Acidaminococcus	;	Pseudonocardia	Acidaminococcus;Pseudonocardia			Acidaminococcus;Pseudonocardia
Acidaminococcus	;	Oxalobacter	Acidaminococcus;Oxalobacter			Acidaminococcus;Oxalobacter
Acidaminococcus	;	Thioclava	Acidaminococcus;Thioclava			Acidaminococcus;Thioclava
Acidaminococcus	;	Atopobium	Acidaminococcus;Atopobium			Acidaminococcus;Atopobium
Acidaminococcus	;	Oscillibacter	Acidaminococcus;Oscillibacter			Acidaminococcus;Oscillibacter
Acidaminococcus	;	Tessaracoccus	Acidaminococcus;Tessaracoccus			Acidaminococcus;Tessaracoccus
Acidaminococcus	;	Providencia	Acidaminococcus;Providencia			Acidaminococcus;Providencia
Acidaminococcus	;	Olsenella	Acidaminococcus;Olsenella			Acidaminococcus;Olsenella
Acidaminococcus	;	Sphaerochaeta	Acidaminococcus;Sphaerochaeta			Acidaminococcus;Sphaerochaeta
Acidaminococcus	;	Acidiphilium	Acidaminococcus;Acidiphilium			Acidaminococcus;Acidiphilium
Acidaminococcus	;	Starkeya	Acidaminococcus;Starkeya			Acidaminococcus;Starkeya
Acidaminococcus	;	Phyllobacterium	Acidaminococcus;Phyllobacterium			Acidaminococcus;Phyllobacterium
Acidaminococcus	;	Vibrio	Acidaminococcus;Vibrio			Acidaminococcus;Vibrio
Acidaminococcus	;	Hungatella	Acidaminococcus;Hungatella			Acidaminococcus;Hungatella
Acidaminococcus	;	Leifsonia	Acidaminococcus;Leifsonia			Acidaminococcus;Leifsonia
Acidaminococcus	;	Micromonospora	Acidaminococcus;Micromonospora			Acidaminococcus;Micromonospora
Acidaminococcus	;	Truepera	Acidaminococcus;Truepera			Acidaminococcus;Truepera
Acidaminococcus	;	Aureimonas	Acidaminococcus;Aureimonas			Acidaminococcus;Aureimonas
Acidaminococcus	;	Gluconacetobacter	Acidaminococcus;Gluconacetobacter			Acidaminococcus;Gluconacetobacter
Acidaminococcus	;	Oscillospira	Acidaminococcus;Oscillospira			Acidaminococcus;Oscillospira
Acidaminococcus	;	Tabrizicola	Acidaminococcus;Tabrizicola			Acidaminococcus;Tabrizicola
Acidaminococcus	;	Pantoea	Acidaminococcus;Pantoea			Acidaminococcus;Pantoea
Acidaminococcus	;	Kiloniella	Acidaminococcus;Kiloniella			Acidaminococcus;Kiloniella
Acidaminococcus	;	Caldilinea	Acidaminococcus;Caldilinea			Acidaminococcus;Caldilinea
Acidaminococcus	;	Euzebya	Acidaminococcus;Euzebya			Acidaminococcus;Euzebya
Acidaminococcus	;	Brachybacterium	Acidaminococcus;Brachybacterium			Acidaminococcus;Brachybacterium
Acidaminococcus	;	Pelomonas	Acidaminococcus;Pelomonas			Acidaminococcus;Pelomonas
Acidaminococcus	;	Nonomuraea	Acidaminococcus;Nonomuraea			Acidaminococcus;Nonomuraea
Acidaminococcus	;	Sulfobacillus	Acidaminococcus;Sulfobacillus			Acidaminococcus;Sulfobacillus
Acidaminococcus	;	Virgibacillus	Acidaminococcus;Virgibacillus			Acidaminococcus;Virgibacillus
Acidaminococcus	;	Amycolatopsis	Acidaminococcus;Amycolatopsis			Acidaminococcus;Amycolatopsis
Acidaminococcus	;	Ktedonobacter	Acidaminococcus;Ktedonobacter			Acidaminococcus;Ktedonobacter
Acidaminococcus	;	Serratia	Acidaminococcus;Serratia			Acidaminococcus;Serratia
Acidaminococcus	;	Salmonella	Acidaminococcus;Salmonella			Acidaminococcus;Salmonella
Acidaminococcus	;	Grimontia	Acidaminococcus;Grimontia			Acidaminococcus;Grimontia
Acidaminococcus	;	Labrenzia	Acidaminococcus;Labrenzia			Acidaminococcus;Labrenzia
Acidaminococcus	;	Verminephrobacter	Acidaminococcus;Verminephrobacter			Acidaminococcus;Verminephrobacter
Acidaminococcus	;	Paucibacter	Acidaminococcus;Paucibacter			Acidaminococcus;Paucibacter
Acidaminococcus	;	Actinomadura	Acidaminococcus;Actinomadura			Acidaminococcus;Actinomadura
Acidaminococcus	;	Yersinia	Acidaminococcus;Yersinia			Acidaminococcus;Yersinia
Acidaminococcus	;	Butyrivibrio	Acidaminococcus;Butyrivibrio			Acidaminococcus;Butyrivibrio
Acidaminococcus	;	Phycisphaera	Acidaminococcus;Phycisphaera			Acidaminococcus;Phycisphaera
Acidaminococcus	;	Sporichthya	Acidaminococcus;Sporichthya			Acidaminococcus;Sporichthya
Acidaminococcus	;	Pandoraea	Acidaminococcus;Pandoraea			Acidaminococcus;Pandoraea
Acidaminococcus	;	Photorhabdus	Acidaminococcus;Photorhabdus			Acidaminococcus;Photorhabdus
Acidaminococcus	;	Aeribacillus	Acidaminococcus;Aeribacillus			Acidaminococcus;Aeribacillus
Acidaminococcus	;	Thermobifida	Acidaminococcus;Thermobifida			Acidaminococcus;Thermobifida
Acidaminococcus	;	Tepidanaerobacter	Acidaminococcus;Tepidanaerobacter			Acidaminococcus;Tepidanaerobacter
Acidaminococcus	;	Oceanobacillus	Acidaminococcus;Oceanobacillus			Acidaminococcus;Oceanobacillus
Acidaminococcus	;	Thalassospira	Acidaminococcus;Thalassospira			Acidaminococcus;Thalassospira
Acidaminococcus	;	Telmatospirillum	Acidaminococcus;Telmatospirillum			Acidaminococcus;Telmatospirillum
Acidaminococcus	;	Succinivibrio	Acidaminococcus;Succinivibrio			Acidaminococcus;Succinivibrio
Acidaminococcus	;	Selenomonas	Acidaminococcus;Selenomonas			Acidaminococcus;Selenomonas
Acidaminococcus	;	Robinsoniella	Acidaminococcus;Robinsoniella			Acidaminococcus;Robinsoniella
Acidaminococcus	;	Pseudobutyrivibrio	Acidaminococcus;Pseudobutyrivibrio			Acidaminococcus;Pseudobutyrivibrio
Acidaminococcus	;	Planctomyces	Acidaminococcus;Planctomyces			Acidaminococcus;Planctomyces
Acidaminococcus	;	Pasteurella	Acidaminococcus;Pasteurella			Acidaminococcus;Pasteurella
Acidaminococcus	;	Oceanisphaera	Acidaminococcus;Oceanisphaera			Acidaminococcus;Oceanisphaera
Acidaminococcus	;	Morganella	Acidaminococcus;Morganella			Acidaminococcus;Morganella
